,iter_id,drnet_PEHE,drnet_ATE_metric
0,0,1.3303380877574682,0.22127167399535974
1,1,0.92913159639825,0.010336743111889035
2,2,1.1417258715107068,0.20747663932447402
3,3,1.1085516293045687,0.3669762378196264
4,4,1.4306247658593636,0.5424994336854301
5,5,1.3566148400223645,0.20428647527400878
6,6,1.1001336329043694,0.30351735276187286
7,7,1.2052092264116234,0.06186662204971327
8,8,2.4258255907043984,1.2461778299521455
9,9,1.4851351115046025,0.7858826618123311
10,10,1.2049852566230157,0.08019696454096081
11,11,1.1082813137041592,0.21071088747024636
12,12,3.6046942240999655,1.3513953936029548
13,13,1.1457144348107868,0.12130599350584825
14,14,1.0970541721252667,0.2251229782659765
15,15,1.205579790485502,0.08372252398074398
16,16,1.2052772144015103,0.1718119748208049
17,17,1.26125528387401,0.2313688745190121
18,18,1.061701740184523,0.08463774489021914
19,19,1.482370652535013,0.15909374087566874
20,20,1.3402743186817068,0.32857776267546646
21,21,1.2160914904370501,0.1027587554195315
22,22,1.1132470654498159,0.43001037373336315
23,23,1.297711465017742,0.6448746909168186
24,24,1.2405376366151888,0.26089027129367803
25,25,1.236192790376206,0.1571388633878552
26,26,1.1817675033377701,0.1459309080334985
27,27,4.753026999947584,1.204102779295555
28,28,1.1846406765828696,0.13037016843679172
29,29,1.293787213305162,0.2524966330649612
30,30,1.1247667118456273,0.10524326851762567
31,31,1.2284159512164463,0.11490160306715191
32,32,1.2503186886115014,0.292264766585264
33,33,5.318219167588904,0.06452419905397533
34,34,1.1375568883616858,0.5390596210097867
35,35,1.2631826883694268,0.23958113876237075
36,36,1.6915548274033692,0.009834555438563819
37,37,1.2790173126701043,0.07840804605048834
38,38,1.8828434559708611,1.6401794467831223
39,39,1.3517256387182832,0.026578902527615522
40,40,1.1121278190052923,0.10010570905374827
41,41,1.4370414799571227,0.03301723832756487
42,42,1.2802493781077422,0.13601673918843016
43,43,1.155353533520787,0.10209431795285218
44,44,1.2921452871947496,0.27776565737466363
45,45,1.1110312044635808,0.15480970398686544
46,46,1.1812254122754933,0.2541256289073708
47,47,1.312747624637094,0.10724677962493301
48,48,1.502944220711006,0.01527848734432613
49,49,1.324876416608296,0.30573515171074694
50,50,1.218529483236729,0.2166084310204024
51,51,1.3921924079329018,0.6975207192294879
52,52,1.892092673960241,0.5322253860051944
53,53,1.5711589097496232,0.28984045019028537
54,54,1.5114680625129013,0.3124404635033078
55,55,1.1913516291593005,0.4444555069396734
56,56,1.1977701268347984,0.06503000206651333
57,57,1.3699397170541536,0.1860160906778825
58,58,1.2662419909732232,0.24089621861222543
59,59,1.9075042154448834,0.2762562749170161
60,60,1.1266623023865912,0.023459413711920618
61,61,1.0306201761571552,0.19005070923912815
62,62,1.13710211606337,0.027296639414751134
63,63,1.1656758920062622,0.45366484606490554
64,64,1.1472570382258878,0.16757480595606022
65,65,1.2524999339481337,0.09833101903492958
66,66,1.0974621472132684,0.17454130487257036
67,67,3.2331946368039266,2.4934996506553
68,68,1.3504901281186887,0.014628914340958143
69,69,1.1673717788719322,0.39812328042477496
70,70,1.4636401703950979,0.4693258297838545
71,71,1.303191712493804,0.031357061502038874
72,72,0.9941602128911425,0.2310950538494887
73,73,1.1599649432051078,0.0029057444047912995
74,74,1.2522192718475402,0.32486007032691466
75,75,1.404270132365317,1.0195279844451544
76,76,1.2883102410299618,0.6027518715600428
77,77,1.1351665894254916,0.29024151127075504
78,78,1.044679844944975,0.04558460361555028
79,79,1.2872985732349131,0.22468430202401546
80,80,2.3215163500657536,1.5377356639487072
81,81,1.5010797820604103,0.8005765166674883
82,82,1.1501026922498345,0.21641790930605875
83,83,1.9565214947027187,0.2537219779034805
84,84,3.009132737247637,2.072731918934046
85,85,1.8137894899067721,0.4053492716677396
86,86,1.2371201374742835,0.15328590083427773
87,87,1.2214864165695467,0.16076401840263088
88,88,1.1747370697890247,0.04143907216368925
89,89,1.0858335281646248,0.1649989838632817
90,90,1.1249900679917142,0.3560012861215167
91,91,1.2441130044725166,0.03677240132897097
92,92,1.7525835668804595,1.1633239101998791
93,93,1.186900853395861,0.33225468343276443
94,94,1.213877848842297,0.3321688194000858
95,95,1.0639438728634514,0.12400728851887433
96,96,1.3001936203743725,0.14689566889371797
97,97,1.550370490724294,0.18788059876789553
98,98,1.1298543674447694,0.1181364328651453
99,99,1.5937819358572207,1.0193587619186872
100,100,1.2429807847082122,0.1359490187496819
101,101,1.1883936296518265,0.14946638545258661
102,102,1.1761632355734024,0.0019567301965190964
103,103,1.1180236424280998,0.06949542750460802
104,104,1.1308567580665683,0.15167188918884644
105,105,1.2219801271794593,0.11232464073814041
106,106,1.1422241001079132,0.45030232180555885
107,107,5.81179542432915,1.156741573251363
108,108,1.169586821093947,0.028452027163195837
109,109,1.1108817627339465,0.02908283119872035
110,110,1.0965502867411534,0.048960158201334814
111,111,1.4733935271389924,0.36901462540676633
112,112,1.4005740921960015,0.6842021008988386
113,113,1.2122399725206972,0.5977770820530903
114,114,1.1610998121890301,0.4277961359753042
115,115,1.227116208119362,0.12200235491461697
116,116,1.0872085434937273,0.012800626651119806
117,117,1.2695973019419273,0.17819083860411622
118,118,1.578056502383929,0.6695127017147628
119,119,1.5222216220480849,0.04961420439129682
120,120,1.2281283980692348,0.16459232066897922
121,121,1.125864555881194,0.0859534661350243
122,122,1.2892493788151644,0.16994431681096245
123,123,1.3546817511446898,0.19879469021518847
124,124,1.0813738481474326,0.2061584282799993
125,125,1.8699308328321558,0.731873730532203
126,126,1.660720046442138,0.775630357383549
127,127,1.2918457112605504,0.18693420596776456
128,128,1.426338376399984,0.10882503249174391
129,129,2.5111200144905648,0.06984648785712722
130,130,1.2526528585341952,0.21597264527712712
131,131,1.3788832332458527,0.5018959933310052
132,132,2.6536021901073865,1.1110525649824297
133,133,1.1850846154368144,0.07621571248304226
134,134,1.3583036994445816,0.10574027944569231
135,135,1.3583766082832402,0.6283265521030783
136,136,1.4907819091375691,0.053642715357554493
137,137,1.1563630319266844,0.06424601430496057
138,138,1.1585924604790883,0.38941254593285723
139,139,1.2405727459814007,0.43699388917968474
140,140,1.0753872696370013,0.01625253481472111
141,141,1.2484310144845334,0.12653854712365753
142,142,2.6242739946767384,0.7030136846189681
143,143,1.1011932100065769,0.23940703378974604
144,144,1.2356068158181337,0.05683395657693735
145,145,1.2682500904924763,0.033682614384371146
146,146,1.549450889357356,0.7706508998537487
147,147,1.1514326489493412,0.3195014328805197
148,148,2.807474709459697,1.224575373467509
149,149,1.3024369049216142,0.0010317364136787077
150,150,1.1699703502143879,0.20139882696123124
151,151,1.2350553768108818,0.3645501742227317
152,152,1.4390944760765658,0.5520817718742732
153,153,1.2153853176246663,0.5730957248407682
154,154,1.3028386074423202,0.2622432018449663
155,155,1.1684702207086328,0.07641382154790222
156,156,1.7901538843682006,0.6581394879202875
157,157,1.6948623744566849,0.6278460805258992
158,158,1.1420027526563832,0.15124732298844235
159,159,1.5164379877135377,0.18174496463016165
160,160,1.2811044850952742,0.11376250578936453
161,161,1.1251591286400906,0.18595171079998352
162,162,1.183832449459679,0.05067864820548129
163,163,1.1165053697405234,0.1994925210075711
164,164,1.165275470039234,0.1136244362085872
165,165,1.2205581371089813,0.3049117543087565
166,166,1.3059060845030352,0.36471622295302275
167,167,1.1569874919683858,0.17401595503499578
168,168,1.3435043647317702,0.3671658445579338
169,169,1.2064765893867457,0.38560790117892196
170,170,1.055869592438523,0.08245159539232016
171,171,1.0604358480453078,0.03777626545325985
172,172,1.1980510621231486,0.4379067578870721
173,173,1.2483716113646057,0.024333140163542044
174,174,1.1098978124445456,0.135751203366687
175,175,1.1928624616414027,0.3531534371375198
176,176,1.3610409490903155,0.2184018412063491
177,177,1.1672392942657546,0.05767587222644499
178,178,1.2154025403318858,0.037975688491063586
179,179,1.568233786496626,0.6521061712796472
180,180,2.026643238556221,0.9243916386123661
181,181,1.0948294942086318,0.09474769724612608
182,182,1.1598864952259171,0.12038926372142278
183,183,1.8213524076968206,0.7214941913828881
184,184,1.0982420883974842,0.4791118591189827
185,185,1.1452947991296394,0.41545932536512575
186,186,1.4485471756947688,0.9311595086009663
187,187,1.490555065586869,0.040041170488378075
188,188,1.1835143452898462,0.15629555536938877
189,189,1.017569229019572,0.03693524958824046
190,190,1.0770756633603713,0.04630144597430297
191,191,1.2523991201356048,0.5784176677901645
192,192,1.1460618846931998,0.41326853861518753
193,193,1.119447960279816,0.24058355920581453
194,194,1.2152669279477395,0.3055118327084103
195,195,1.3362932426730048,0.26817718093048093
196,196,1.324873075990076,0.020897387513801213
197,197,1.2424136091749773,0.13578830345481308
198,198,1.3637963332220324,0.27735325514473175
199,199,1.3841563965159895,0.7556628427688712
200,200,1.2014923718585275,0.2799880335429412
201,201,1.0912229932037985,0.055761846355622424
202,202,1.2491661028771328,0.3845000475545417
203,203,1.3046167829820794,0.23676709877390056
204,204,1.288448806791575,0.09729034818556936
205,205,1.176515666357652,0.08209403017136863
206,206,1.1590224819752142,0.26788213506352854
207,207,1.0197006606521144,0.09988046169588927
208,208,1.5771106061954991,0.3546682590785948
209,209,2.8553209759375937,0.5467096309546235
210,210,1.5258881544937102,0.42328254819050226
211,211,1.1209508187764619,0.30630884130545155
212,212,1.156038016818413,0.10449070550228967
213,213,1.2462328975635248,0.3905962524310991
214,214,1.202543304718942,0.3342723963821421
215,215,1.2639184477216117,0.3550685693216682
216,216,1.182798338180453,0.2938735990311412
217,217,1.4005470438056131,0.1844260641634361
218,218,6.293229414354104,3.679054913721167
219,219,1.3884466865710487,0.0888810556082813
220,220,1.2245766827350923,0.05781126128662617
221,221,0.9763641125751422,0.27801994313857925
222,222,1.3275732339197903,0.5904873756600351
223,223,1.1023604055810177,0.05471956802485156
224,224,1.1297366679672818,0.07297181725786972
225,225,1.4421087089459936,0.3450280936796313
226,226,1.2522192026849235,0.6676229010990031
227,227,1.1155688301532942,0.06326517516784946
228,228,1.409265996800482,0.5024930479760825
229,229,1.221401862338759,0.11681174384829207
230,230,1.5348064174450702,0.11601302914859435
231,231,1.1015380283081107,0.19205882779391992
232,232,1.3802667791992203,0.05687970639344542
233,233,1.4797997122564956,0.2796709994827946
234,234,1.8021180683505487,1.1342023709173814
235,235,1.2979447393055095,0.09650010393417308
236,236,1.4668535886094818,0.02279962140774261
237,237,1.316681691102604,0.18697273213420695
238,238,1.3144939185606794,0.26581396765481635
239,239,1.6356446617696963,1.0710831928900904
240,240,1.2754660070661314,0.2872783071824738
241,241,1.0408813818577995,0.16709178544893888
242,242,1.0961701897508664,0.3555069256922154
243,243,1.4336695570765374,0.045788061021732274
244,244,3.6225837069740714,0.8363177989703949
245,245,1.2331605846032272,0.237025443460396
246,246,1.0577985230512283,0.2210437514167829
247,247,1.3247180792783595,0.18902937127142927
248,248,1.1531655193617267,0.11330164727428294
249,249,1.2025192451306375,0.16923280935135931
250,250,1.0768376778744655,0.38603118586812046
251,251,1.2380774825907588,0.044049500717617374
252,252,1.1273520745436072,0.039249060681814996
253,253,2.145322062889231,0.7952837614838308
254,254,4.047435897575381,0.1081280400680269
255,255,1.248644171185147,0.056865018617259455
256,256,2.3177936268738573,1.3055207455827453
257,257,1.240141334419815,0.26900322360513673
258,258,0.974181647405127,0.01183742031373125
259,259,1.043505973521286,0.36554922443656723
260,260,1.3240471114945176,0.6392639102219269
261,261,1.1196199573450523,0.4484328692187507
262,262,1.1758122216267444,0.1680263556224677
263,263,1.2378720756966477,0.1453390079257484
264,264,0.9654782342423914,0.11235257705965918
265,265,1.1170747060178987,0.28775612535289685
266,266,1.5750137860407956,1.0013180505449961
267,267,1.1076361924767264,0.3161659031834252
268,268,1.1745405190050364,0.027335758000919697
269,269,1.2988383311774543,0.5755905398638892
270,270,1.3179785705811593,0.18330496699143017
271,271,1.4217383486122848,0.052959186221467114
272,272,1.1912979204921579,0.06708619765931445
273,273,1.173028073542504,0.2019530856865237
274,274,1.1868496927955805,0.33651092500555535
275,275,2.209904356679337,1.0595571698304616
276,276,1.2723514022280218,0.20970048773462224
277,277,1.0691463653984223,0.22780742315616065
278,278,1.415197409586521,0.17383331674939306
279,279,1.2521176727289023,0.5925923405375446
280,280,1.5785651908332459,0.14717280341094385
281,281,1.8059290255209055,0.3427646300694869
282,282,1.2730082315060098,0.317478865123185
283,283,1.1973146818171425,0.09567885483104943
284,284,1.0497879306573885,0.16533821601597865
285,285,1.0565738863381684,0.04533311958920372
286,286,1.1557718031103554,0.03340738119677855
287,287,1.1981245954888156,0.32933914245205465
288,288,1.11732578651017,0.5814705423220139
289,289,1.25709995178809,0.0842197215192142
290,290,1.0836190879394636,0.04774591151691698
291,291,1.382220203874891,0.17283117003025827
292,292,1.2838941251159304,0.2367133291936696
293,293,1.1818217673786116,0.15578096244114548
294,294,1.117085729114707,0.2775417134266771
295,295,1.820387602805304,0.3076172411403624
