,iter_id,drnet_PEHE_out,drnet_ATE_metric_out,drnet_PEHE_in,drnet_ATE_metric_in
0,0,1.458321913052866,0.5398411118305568,1.4517588768010972,0.43431887385285606
1,1,1.6786969604538353,0.729514835359657,1.4121729385572952,0.38320138223825895
2,2,1.1109058360329038,0.09308631228842534,1.4447611691472064,0.3451865828826439
3,3,1.357220743697605,0.2559175795078876,1.4292820854113948,0.35751701006068304
4,4,1.4572886492534578,0.4049195817790312,1.4309451256373922,0.3688009668622776
5,5,1.4961075903606111,0.7248236832225197,1.3956406943377113,0.23963856060698507
6,6,1.6257823667139522,0.7453918953226433,1.482211995686871,0.5568892161022081
7,7,1.5372345467688935,0.6024439198474352,1.4611706887597362,0.5029694724974507
8,8,1.7114872983925102,0.7586446049404763,1.526357208817796,0.6829285504632265
9,9,1.3799419819342296,0.03251969643037533,1.4233286075272946,0.3400384629906017
10,10,1.5049220099030016,0.22880135537956292,1.385111844085995,0.2690397499555406
11,11,1.522132209953713,0.2995923153111244,1.4670691392984092,0.5055989891343082
12,12,1.5712725916483834,0.6686620100579486,1.4688180651861633,0.5216592904510673
13,13,1.4046525925234215,0.28924460843468003,1.4320559310480219,0.3329306907385865
14,14,1.5512617776815272,0.7349070625172209,1.5436321134235027,0.6544338539969563
15,15,1.6703333640373035,0.6360821429119272,1.4963538544049073,0.6311831211315999
16,16,1.4156505535734005,0.5919905136904338,1.5013074876986756,0.555168213991764
17,17,1.6511169404458494,0.33477635320072663,1.3975560931463589,0.3987484484912871
18,18,1.3895965600807112,0.4340162140202093,1.4570117294683607,0.46044685741653835
19,19,1.3551765246384277,0.5471111515960079,1.4557991425998815,0.4257374676323713
20,20,1.3808484469809355,0.511842913818902,1.436595826572557,0.37037767684193845
21,21,1.6202012783214117,0.5852313253603088,1.4761916180226144,0.5685247175517447
22,22,1.5134195196237163,0.4174560040725557,1.4177122149300512,0.354625382424381
23,23,1.7299824001529231,0.30502764807543015,1.4095203963392147,0.4593637430484012
24,24,1.4027787113887629,0.23883906833351887,1.4394116506679986,0.430950676978207
25,25,1.4027588507321282,0.39882468117895975,1.4298506355178975,0.35708593131286204
26,26,1.3703199406498117,0.3193767528747715,1.4451189184102537,0.42647497327340256
27,27,1.7196577657209053,0.9622689336037191,1.492287843738106,0.5822183881146366
28,28,1.2895649830362519,0.2300035560587359,1.474741130842787,0.5038851561508446
29,29,1.5226097137347083,0.6313746384351413,1.5088742577043157,0.6168524020623405
30,30,1.4048885644338212,0.3604553770386234,1.4269105403167854,0.3616361903188423
31,31,1.2393712537124886,0.43750255548312644,1.4763092856709368,0.46305180934043033
32,32,1.6363991155900135,0.35919814175936926,1.4495466569368807,0.5137306749439792
33,33,1.2847873049424359,0.27399536816229464,1.430703192351013,0.3622480050619279
34,34,1.4296823219055514,0.3888246484307891,1.4508818365562643,0.4492355921207398
35,35,1.6702810641625778,0.8127206754175305,1.5380919949229663,0.6935078259084535
36,36,1.3106611690419296,0.15121744905932566,1.4245447550666592,0.36171202778150313
37,37,1.6253692281707277,0.4080251533691226,1.4365329285086668,0.4721591207012268
38,38,1.413391618225461,0.26759404943892884,1.4432533546193822,0.4044244471069378
39,39,1.7864826861409304,0.64829533920217,1.4377554758008033,0.4974311921997092
40,40,1.6396842139067735,0.8236071058372598,1.5582625358925908,0.7376838901985101
41,41,1.3820200270451812,0.6931645630001464,1.503892005379483,0.5471816386342576
42,42,1.4605239712307247,0.5319862472810168,1.4363264728475917,0.34738376691653583
43,43,1.415377612653991,0.5359938422444555,1.5045641201275626,0.5675311808299033
44,44,1.3899538030028764,0.5488734224489185,1.4864117088399207,0.5109758534088518
45,45,1.563198386397525,0.7441172537135587,1.453326703310837,0.44195721017168177
46,46,1.6346183380846855,0.6622663826327431,1.4618248346302465,0.5304134405688252
47,47,1.4517498719441657,0.6323501148132,1.4794901823689606,0.4938364954589263
48,48,1.6922144899627076,0.7904665498445467,1.4189619754203924,0.39628032034697247
49,49,1.3926246125640944,0.33067199474555364,1.4463859313854888,0.4594091334271937
50,50,1.6974227946743803,1.0491644642497207,1.5278083454107543,0.6663770673605462
51,51,1.1551605356787376,0.05383350056736447,1.4543040653551502,0.40063548233303337
52,52,1.3630675486265198,0.43830747642664036,1.443968859144157,0.3816442782255214
53,53,1.4071708479792504,0.45415022830105967,1.4526607184407663,0.4774108343406005
54,54,1.5180754872230484,0.4111094470397614,1.4981407874252,0.6139187513855706
55,55,1.434122747355466,0.34811933701306375,1.3912689684022173,0.2563425841864859
56,56,1.4022451466216086,0.4354774606533178,1.4212763372509014,0.32020533864202827
57,57,1.522969383211678,0.7442210407653618,1.449450062182105,0.4287698251109058
58,58,1.288598315388035,0.0791394927565503,1.4057755154501907,0.24206217091980653
59,59,1.4855103958343112,0.4772123416722085,1.4520576090260493,0.4658212658501437
60,60,1.4107978499430847,0.519573504698704,1.4756390574099596,0.5517673621652364
61,61,1.481581369258631,0.1739417086369235,1.4110381738497304,0.3402180605268117
62,62,1.501377392002704,0.5573842789224561,1.4794305396459644,0.5591936493927738
63,63,1.5983155720014222,0.2464144593713553,1.4249974974466795,0.45005100722672875
64,64,1.4838189795354444,0.4589370456116666,1.4309117891766483,0.3916050419704149
65,65,1.5124267544101655,0.5547424048764666,1.454161512866415,0.49070599463012776
66,66,1.4878953678981093,0.3329474592124435,1.4049890488567596,0.3193949197031678
67,67,1.3823278919720519,0.28041734294460907,1.4002768377865626,0.2724524593999105
68,68,1.4160276962271188,0.4730462507009685,1.4358359872849022,0.3485216115160261
69,69,1.3533247969154192,0.4313121020652759,1.4557828987643466,0.4235719268450131
70,70,1.4598597331477579,0.30027056038446664,1.413173785894625,0.3235029509603158
71,71,1.3046468704681806,0.32964668469841474,1.4959200512006339,0.5365737951526968
72,72,1.328827817325279,0.20296215564899267,1.4206944688142766,0.2850285733044644
73,73,1.3846174976849963,0.7060563636809842,1.5088301647354334,0.5572658015573775
74,74,1.4891400392351082,0.3012874180838705,1.4223375454110898,0.36204121098251063
75,75,1.57229830703705,0.5159449979493442,1.4410890696087415,0.4460774138391579
76,76,1.4301035505052924,0.5273214634824042,1.4377461796227162,0.4026715453298748
77,77,1.3949404961802607,0.2560879303631971,1.442577273490131,0.4218206818260333
78,78,1.1840235468332658,0.034687423983777776,1.454173205941068,0.4220345223191386
79,79,1.361484514245225,0.4196102218613298,1.4575007582739932,0.4374728611541432
80,80,1.2662554020733463,0.5113643896698372,1.5271362582774093,0.6209548680633112
81,81,1.4544874691170486,0.5918803108815709,1.455173034044339,0.4598323855165183
82,82,1.6956057237577564,0.8391183468572465,1.5454416360771124,0.691956398990333
83,83,1.638179363197116,0.49580249922027697,1.4061519527720334,0.3539194873308702
84,84,1.642858338732571,0.6111725120654623,1.4666634201694944,0.5378343685387184
85,85,1.404178532413578,0.3480208114387304,1.4275127960823186,0.3521337459442604
86,86,1.4610718019788889,0.31127140214763527,1.4502289753981097,0.4540876136177956
87,87,1.460950730306591,0.061466842963957546,1.4169660006363698,0.3749682942313144
88,88,1.3586086079702544,0.0023157932587998253,1.399507131740562,0.2832043034445091
89,89,1.4281980794352358,0.4361098884158552,1.5016703956658468,0.5669743334941977
90,90,1.8086907388589646,0.601849502771238,1.3874498566874622,0.37084732358488415
91,91,1.5440807442815365,0.4545358813282103,1.4609424222608802,0.5031969132915837
92,92,1.4312192671492832,0.7197053807372158,1.4714535241158426,0.48367755196885875
93,93,1.4713885916976979,0.44333378812184643,1.4466073235229804,0.44815958700598113
94,94,1.4222303628487014,0.668500104420584,1.5417220177490474,0.6637343590290792
95,95,1.4407511193647646,0.3060949105542341,1.4431365724583287,0.4348723851221954
96,96,1.6172270862900509,0.8153978185506681,1.4163416726349258,0.32813384870166695
97,97,1.6455930412896287,0.21700318497244764,1.3921299923835413,0.3166055924463054
98,98,1.458253436232154,0.47281514597406993,1.4382991127484706,0.428784012882911
99,99,1.6130876455897742,0.6205191613077332,1.3865181194706706,0.29136523837647754
100,100,1.2471169803093543,0.267098818738432,1.4691448642677167,0.4962201082328379
101,101,1.442849729623259,0.5645679002205624,1.4879187362033464,0.5345499080696898
102,102,1.4333381606167106,0.130789804258443,1.4274234419732998,0.39036473052262055
103,103,1.3432262654794571,0.44120828701809556,1.4515039532794338,0.42393974423060543
104,104,1.6083528794631474,0.6931966050171443,1.4314334094834236,0.4091726635928459
105,105,1.4017928662909007,0.36518101768526856,1.4725453969815623,0.5381814721654474
106,106,1.5319122818113453,0.10411198756326012,1.4023521882797054,0.37471534867348355
107,107,1.4735226377497601,0.32330851838833574,1.4334161085092523,0.41200593209955283
108,108,1.4432097087465998,0.25071971085793754,1.408607368586848,0.29439672974635744
109,109,1.5410550062385977,0.7102849961406017,1.518566386027464,0.6414980743139771
110,110,1.3907539340982833,0.1992844592162819,1.4627119577728163,0.5130516978135158
111,111,1.3638355123690122,0.3711650733349483,1.4507058933447172,0.4382710853217251
112,112,1.33349833856822,0.37760042375290226,1.469231208521745,0.45946095174960444
113,113,1.3312503993399434,0.5799351661367318,1.4504457223199374,0.3926888601661367
114,114,1.5092246603223556,0.5576039662446348,1.4859274306906614,0.5433573904307107
115,115,1.5321210052047336,0.5533754164247173,1.4238129769659937,0.3740213206143568
116,116,1.441445891834807,0.4335819244783643,1.4440384617402313,0.4279024008796788
