,iter_id,drnet_PEHE_out,drnet_ATE_metric_out,drnet_PEHE_in,drnet_ATE_metric_in,drnet_PEHE_out_wo_DR,drnet_ATE_metric_out_wo_DR,drnet_PEHE_in_wo_DR,drnet_ATE_metric_in_wo_DR
0,0,0.7387660820041216,0.6716318612866665,0.7860811825057374,0.6922231024723615,0.26526316599109934,0.005163181863917288,0.36102537248061745,0.014846394540251495
1,1,0.7876757290786105,0.6528276976000007,0.7371719680846998,0.6399963429296482,0.43851919957282803,0.16814140796157329,0.39005820428687377,0.13783270818795312
2,2,0.6606431012610948,0.5741292369999993,0.6651420857246533,0.582717899194305,0.5579824144343043,0.48613745894417226,0.5846587312426427,0.4640809673883508
3,3,0.7735279252412409,0.6556767355733331,0.7877263791797934,0.6208550436063658,0.43030467813216255,0.3546512026919144,0.532380259360677,0.38730204018019254
4,4,0.6325821980267794,0.4891716396733332,0.6463463548172894,0.5504626891423792,0.3610578496001601,0.11608462611081283,0.35112465536248333,0.12176525364194468
5,5,0.64654195334207,0.5017411252733335,0.6936213012410053,0.5188288150385256,0.4445865954234134,0.13383192905547858,0.3812678799724462,0.10049984591534988
6,6,0.5889600058856522,0.5163640374533327,0.6960802795897388,0.6056069778073705,0.37192896725284735,0.19225507472038394,0.4238246472968382,0.14711892949920458
7,7,0.7038672790712422,0.5876582650066666,0.6851073758134183,0.5759685621742037,0.3807225621651867,0.05608549870265023,0.2781092082527127,0.016216389812737653
8,8,0.7905233952367687,0.5688115340266657,0.7225806724179846,0.5790288798408714,0.48288920602905666,0.18208319483141455,0.4682999971622206,0.22642965918160574
9,9,0.6140415735380184,0.39012879725333294,0.5952137208104702,0.4178938890804016,0.42762438715043205,0.0897478584842264,0.33806181358842946,0.06363084036874422
10,10,0.6931351875292948,0.5890528675866671,0.6601681806286351,0.5538426151273028,0.5714470300558907,0.35559410223886845,0.5794275700540801,0.3572767408694242
11,11,0.6820836406432312,0.568981185746666,0.7055401678876979,0.6007617981691791,0.4724774539710696,0.2719408361042306,0.554390282992531,0.3048014844584439
12,12,0.6042687957069939,0.5063200366266667,0.6214128413808088,0.49757783228643193,0.45133151726409215,0.041869109097311785,0.4050613787615,0.09499466507663445
13,13,0.7619868867171697,0.6458747897066668,0.769578237970856,0.6785942259849245,0.5230913199414096,0.2766954161244626,0.47427657111924737,0.2728011683706888
14,14,0.7768757696140642,0.6755617195199997,0.8163220401665721,0.7113362034187598,0.33945754265594474,0.10330349784780868,0.3629318976738198,0.1310066814772295
15,15,0.6160539381149897,0.4230846172999998,0.6391540718165053,0.49504066796314916,0.42311822166864604,0.25290045674327466,0.4540192690446969,0.23052240601380536
16,16,0.7313781314285722,0.45454267113333424,0.6409071426318289,0.4888116762127299,0.711086027531039,0.0033627415590036236,0.4490422126991072,0.06630257008059814
17,17,0.7575557008034263,0.5726204724999993,0.7386932393194343,0.6249730326532665,0.4373287442266711,0.2892319468550615,0.47199324082467453,0.27986174383658113
18,18,0.6582830020355395,0.587221642966667,0.6747371587118965,0.5811033918324959,0.5474436263547132,0.15971628729065168,0.550328645693892,0.1740143772839433
19,19,0.6865614921390655,0.5137245436533333,0.653255387455455,0.5560189109229476,0.5384868310021607,0.0952521888438902,0.4149626420729494,0.1928115609979626
20,20,0.835868600178226,0.7320812879933332,0.7817816427317491,0.6602843855443892,0.4646682521615377,0.2984111582173319,0.4488501106577653,0.29514295125828083
21,21,0.6949339272952546,0.6108437920666665,0.7174452570404576,0.6220693510200999,0.3409944362882711,0.26051892349551853,0.4043481368370384,0.2188567584264529
22,22,0.6521043241371025,0.5131497471266662,0.6425854897396742,0.5226624946398655,0.40209157905844745,0.20167215116159865,0.4292439289443127,0.23604278886938213
23,23,0.7695003584808169,0.6773123129599998,0.7653718000497959,0.6790705601758789,0.43709813306086903,0.2882256818208804,0.46828801139532206,0.27227081845005285
24,24,0.5667158843888994,0.5007376060533342,0.625869144869698,0.5341563324304852,0.368988225539147,0.09036776400087465,0.5207998688909736,0.16420822843151184
25,25,0.5900533571500358,0.4980255742799997,0.6074634749553129,0.4812364074154103,0.42315235018954717,0.05550738254505028,0.4898221835448065,0.0663943717128852
26,26,0.8824912850662954,0.7785573760733331,0.82989120788545,0.7390592377855949,0.27946931550382276,0.0752269689306937,0.31525507354898236,0.06347757947976085
27,27,0.7054815697926788,0.6049623658866681,0.6895264241522359,0.5816710493902848,0.5499185162058979,0.4309710306536152,0.6040895283407993,0.4338444193234978
28,28,0.6293869018725244,0.5402825034400003,0.681017774057947,0.5727966429698488,0.4656026770935139,0.2785604688267087,0.48172485951785826,0.285617922508385
29,29,0.725908580596291,0.626845048266667,0.7285819851476416,0.6364743955259633,0.5624086057847261,0.2154933071116787,0.49998759064021775,0.20756531800941058
30,30,0.7988681475957449,0.6925120701000003,0.8110733311527422,0.685301776974875,0.6079069321410051,0.22581473962514664,0.49269635461830763,0.1963572798344666
31,31,0.6529714505683392,0.5497713114333331,0.6703560327824881,0.540261766589615,0.41322750085265053,0.06347731416303137,0.5662340925622356,0.009332292014578414
32,32,0.8576281205816315,0.6257300954400002,0.7615372994682613,0.6283793250469012,0.36472406192456597,0.09633062852804875,0.3242709905029877,0.10674379346647278
33,33,0.6972385383837071,0.5449909023266675,0.7048737332739362,0.559888335041876,0.2984007977074252,0.11480455515997035,0.3845769312881249,0.1514188759219226
34,34,0.6518485000416584,0.5623645780266666,0.673171441453366,0.5638982992713562,0.33709240381278033,0.059898465254042854,0.39577994664789656,0.08885801224235168
35,35,0.7319315017858172,0.6076296218333326,0.7322786478035312,0.6111516383484084,0.5379591893678873,0.31110325178481,0.4690677910162967,0.27801099914393257
36,36,0.6702124110614244,0.5516218621600002,0.6251400801012417,0.5280715109631493,0.37832688651141283,0.08431572666449627,0.36722168499201,0.06587393802179253
37,37,0.70942940380197,0.6061928311533329,0.6968325537270278,0.5914121385192632,0.5623122106149087,0.25366690869595576,0.482817803767724,0.25988645651401177
38,38,0.6314276293771747,0.4836180295800001,0.6346350217600951,0.43460513723953076,0.4174466747942975,0.0010964864239264571,0.3751701471724686,0.03256622485780891
39,39,0.68507021579007,0.594397021313334,0.6650566199254294,0.5809755748274714,0.4031037092863862,0.20990471539877342,0.4511699440107929,0.21824232493952245
40,40,0.5491133560536998,0.4377655696199998,0.5819062027511788,0.4427757720703518,0.25514117242098555,0.05024417870508291,0.3066528524639368,0.02407307902890654
41,41,0.6615188202635383,0.56962302206,0.7152953988852321,0.6223760771524294,0.37859387023712554,0.25233846269011195,0.47324312621435544,0.1804854134885785
42,42,0.7185249664485516,0.4795931291400004,0.6826924724741184,0.46074204689782183,0.2452835331515913,0.014256639462571385,0.3681774943823628,0.03692774658115994
43,43,0.5739133395962157,0.41819656026666685,0.6143947609410739,0.4292671479547736,0.2173009734024439,0.022353925429833943,0.30107986168656453,0.04841722583210606
44,44,0.659192077367915,0.5747512453866666,0.671483036475219,0.5758614481758801,0.39621251624772574,0.2859001853140857,0.5522383613746248,0.35915840726056203
45,45,0.7110227305086543,0.6301281705800004,0.7449487878593425,0.652399909182579,0.48552797967225425,0.12570209178361358,0.4824159923960648,0.1101796603340297
46,46,0.6701171295610469,0.5719323201799984,0.6604103956830791,0.5296685483115575,0.488940037907192,0.3829693694735168,0.589600774800265,0.44053709638052574
47,47,0.6177298506833176,0.5205625842933328,0.6403815715506658,0.5492756846314903,0.3556559031640969,0.1523145350888897,0.3868150446485905,0.130232028790215
48,48,0.7372268871859946,0.6290244051466667,0.6890657092782432,0.565575059626465,0.4158838564273625,0.11446714606387243,0.36754271125750104,0.06146047412060707
49,49,0.6888291447395118,0.549968618499999,0.6932819292818779,0.5938135319832489,0.40482231116417866,0.0769900309520608,0.42160326588105895,0.1521772788411715
50,50,0.7427444212144291,0.6349747029333339,0.7599964238813056,0.6578823549899493,0.3453386236981544,0.11105932229648285,0.367749863484358,0.1341790587095626
51,51,0.5952419229877988,0.5083777412466666,0.6365992108549826,0.5272115748442214,0.340940159415886,0.1921885785154962,0.5336167734948238,0.28207246701226296
52,52,0.7293829649698036,0.6035145624266667,0.6794620701522711,0.5669594422194311,0.3853624134912563,0.022123568831543317,0.42721666129348057,0.059798433766381276
53,53,0.6672713903558857,0.5990369589066664,0.7283133432493231,0.6417863107755446,0.49154105732229375,0.2065649007694086,0.53395920662311,0.24988610404515077
54,54,0.719006168238965,0.6399265124866655,0.6919080722438459,0.5812612973132327,0.5951875494906635,0.3705309608051466,0.5933308809809427,0.331687026034468
55,55,0.7369583088756493,0.6335219559066676,0.7695538219609419,0.6850480368224456,0.5474007198428863,0.3276306399696254,0.5201526721013958,0.34104180673810447
56,56,0.8529686245895448,0.7237538456666663,0.7679673797414555,0.662376707737018,0.4692861699272895,0.10147402244291648,0.47551035174317263,0.10052784664811343
57,57,0.6638786200868249,0.5870184058799999,0.6712375232407445,0.5778043726750415,0.4516127132076729,0.02813139308041901,0.35708582917515125,0.02827108751291174
58,58,0.6897362722496698,0.5232052841066674,0.6686654876040635,0.5569868990837517,0.5259242086703872,0.23729925694856613,0.48991861923769126,0.23614893911209212
59,59,0.8219918361405546,0.7184001483600002,0.7877744547241403,0.6888474859547729,0.6813481551414002,0.5414287946701704,0.6304814540547187,0.5112422483613694
60,60,0.650786036374932,0.5457100423600001,0.6754296077599891,0.5597076465912894,0.48920925293929973,0.17470604264991696,0.45579611739370945,0.12879339454332728
61,61,0.7283384684529239,0.6140185959333331,0.6967489320046311,0.609546368474037,0.6425026877178817,0.310196334440922,0.5714215807143708,0.2939275407596438
62,62,0.675154461325636,0.3951298261466656,0.6629928449758986,0.4551633123065333,0.5065995221960438,0.11883190719118097,0.4720003511366073,0.10420455803701145
63,63,0.616310567088697,0.49122906634666696,0.6614417374868204,0.531520287130653,0.4072365585957361,0.05552005320249176,0.33887385557265803,0.0013680810851539604
64,64,0.7981670073422572,0.6635855616466664,0.7186284444240665,0.6188679013768845,0.5475186646579377,0.22111255937183527,0.4707821859855254,0.1513362191180101
65,65,0.6620058548882609,0.4737606717399996,0.6520348870588846,0.4973833678525965,0.6618085940260813,0.490375803436065,0.638424182709748,0.4741372182311796
66,66,0.7034467808239288,0.6097246254066668,0.756249033439894,0.6156503811691789,0.3311837952660222,0.1700006608744502,0.3739116809187649,0.17238519468684022
67,67,0.7476110157663676,0.6624607807799991,0.7324367594369505,0.632550844643216,0.47025089501000295,0.001904973825297418,0.42684563847225016,0.010796140434586654
68,68,0.7126012433235693,0.6354725309733333,0.7573870925327433,0.661107356319933,0.44259638551135483,0.13117340122423737,0.4181547087966682,0.1855103493383199
69,69,0.6685846586382673,0.5935740552399995,0.7277215894276353,0.6280835227520942,0.5026143314147751,0.21189485967700117,0.48013760224755997,0.2506790735783406
70,70,0.7671166568310753,0.6275195067999988,0.7178885279307076,0.6061541798140704,0.4947728216299326,0.14325496453823972,0.4238819392571726,0.13541887958784304
71,71,0.7377305832445398,0.6328545014399998,0.7508960273820932,0.6433396920485763,0.6534444825994096,0.28156149708615885,0.5058470011230022,0.2409716714765211
72,72,0.6427921235364312,0.41954989791333297,0.6335789927405997,0.4389773646264654,0.399598524980509,0.16826530813753937,0.3934550470120387,0.10460654604244901
73,73,0.7084405817824297,0.6127772366733328,0.7244660933000365,0.6065081840335007,0.41024250145087815,0.09948897557765024,0.3303651735581448,0.05085502429132127
74,74,0.7295811297413809,0.5817102432333336,0.7061607672568766,0.5540124537420441,0.31927302428175747,0.16731993358164088,0.3904608658931209,0.17578966174920474
75,75,0.7372233808482554,0.6508094255133341,0.7439110118955976,0.6388284045929651,0.5088437940723538,0.03637171268424666,0.4159306958596859,0.05799254839119161
76,76,0.5740139575400914,0.42131456762666675,0.6232327005605244,0.5038606134422099,0.3907132767331297,0.10760219564154916,0.40117490449282484,0.10108882741219638
77,77,0.6202261184411357,0.5465665274000004,0.6316745128470281,0.5494421980887769,0.362843723439542,0.02773934335865924,0.35372557329861753,0.054033493756006745
78,78,0.6051330314212622,0.4450873896866665,0.5956383759947113,0.469411830680067,0.3063695538038093,0.009208660661143675,0.31177353234829114,0.038197705168232954
79,79,0.7188491341277681,0.6027933977799997,0.7229614392040005,0.6090166862680064,0.39766004808673444,0.00640885285959758,0.4479820411766895,0.04540568903604525
80,80,0.7374829495418069,0.6343121492399995,0.7302114560284041,0.6228729463701845,0.5087111067040946,0.11121327524043867,0.40777323225679035,0.12387959699535145
81,81,0.8045272383891782,0.7215051663399996,0.7867892299506921,0.7031427075678391,0.4171010761638894,0.038096298821892915,0.4455380712162195,0.003831344529732661
82,82,0.6410710218948289,0.5103006030666668,0.6528217553680762,0.5250534018576212,0.30359727908759887,0.04913636381902675,0.372704083535752,0.05006946527943601
83,83,0.7184337153253137,0.5912832867866662,0.7005702288068768,0.6152587577068678,0.4110137885924785,0.1352728657160296,0.39285733498039366,0.10661609786418857
84,84,0.6656754008196084,0.552477754239999,0.6544730971367164,0.5245063789497482,0.43569462285469984,0.24910118392630132,0.4108377450159384,0.23644475977109192
85,85,0.7267538540098334,0.6461031800733323,0.7350551097122818,0.6333107108174203,0.3329716979985269,0.14213753603163504,0.3747371015083998,0.12969783487900477
86,86,0.6040105331743376,0.5317939514533343,0.6162429199384375,0.5263532305711891,0.6324326009657885,0.01146817658189292,0.37653195910711235,0.14253361506382056
87,87,0.894097606108399,0.7391697437533336,0.8940693745823485,0.7472805859396985,0.5778437203064527,0.09265974670336607,0.44314913012988605,0.04835260506864181
88,88,0.7435697899623983,0.6049299017533332,0.7136326933145811,0.6001046668442211,0.3897677062156957,0.03851291855725947,0.4072092240015102,0.03969776968886496
89,89,0.5956824757920606,0.4416698687733329,0.6382943951724289,0.4602202530201005,0.36444343467810364,0.18167011405417188,0.3970710610961952,0.2021281679552951
90,90,0.7550107168866108,0.6398917472733325,0.7187659907969518,0.6080707023082081,0.4476154080468075,0.1794924923154979,0.36722790854300674,0.14821456355168117
91,91,0.7179819584369791,0.6274019734933338,0.7359385959213471,0.6363344645644888,0.41216065611852815,0.08019431281828471,0.34190395702576415,0.08179379826064626
92,92,0.6331502753126442,0.570131579606667,0.6655300135767772,0.5602717494606368,0.5308665457556451,0.28798170046899196,0.5828346436570451,0.31050762231238105
