,iter_id,drnet_PEHE_out,drnet_ATE_metric_out,drnet_PEHE_in,drnet_ATE_metric_in,drnet_PEHE_out_wo_DR,drnet_ATE_metric_out_wo_DR,drnet_PEHE_in_wo_DR,drnet_ATE_metric_in_wo_DR
93,93,0.6823947302973754,0.43417564348666726,0.6881489585451399,0.4403276798090441,0.48249210410477156,0.24475401285997123,0.5307100967278607,0.22103376712268918
94,94,0.6400431084209995,0.4603723070333334,0.6275930015229613,0.47059652481407,0.6730425831398534,0.4535847073107888,0.5974348356134006,0.3772396828417448
95,95,0.6666862947051407,0.5933089034800001,0.6745076673309883,0.5912992225242877,0.5129654422184404,0.2651038123214513,0.4963902818195718,0.246874393712182
96,96,0.781973770411368,0.6956231832733342,0.8276528187113616,0.7213710115209384,0.23482488643169214,0.010238405840537368,0.33540823820117643,0.0035362469317208323
97,97,0.6765723863858704,0.5947835876333318,0.6477289200582796,0.5674781126030153,0.6458125234681213,0.17988430438315905,0.39355739617518104,0.08307040153402667
98,98,0.6259362930519528,0.5166049565866668,0.6502733080930563,0.5485950215762139,0.6180931793891068,0.26992128908585267,0.5038825436496299,0.21934421423739092
99,99,0.7511745819992786,0.6203804938866675,0.6801355604199245,0.5560216034941377,0.6455985587372277,0.12753060667454985,0.4686925914393946,0.08402684045047959
100,100,0.7156827261987064,0.55320223938,0.6942974682917588,0.5628503106566165,0.5960520102642436,0.2896892083741407,0.4802481481558877,0.22429073623868412
101,101,0.7189175177924567,0.5828712701533338,0.8039031785361466,0.6977743397755436,0.39077499182572434,0.05109764817018281,0.3409871391079683,0.0065415748050270395
102,102,0.7232968552200572,0.5985338165200003,0.6782745969445283,0.5782611371708541,0.3489108588241329,0.1464970367984222,0.2703403004146284,0.10514358975225013
103,103,0.811091529051976,0.7293717968000006,0.8029474760824656,0.7128914603835841,0.6139797371436966,0.38205141897330996,0.5914324023093609,0.38221905491063213
104,104,0.8097459379929454,0.7270423971133329,0.8082304374070374,0.7235269879430484,0.6772887908522087,0.17277780239948637,0.39169563546966124,0.12407948118700851
105,105,0.6650877095896323,0.590553273906667,0.7000223799200395,0.6171172199045216,0.477690555156253,0.35307361498510703,0.5786630107042398,0.3759965519916695
106,106,0.577144607479379,0.43371940825999955,0.5672272865611868,0.45384264678392006,0.5239760681567663,0.1722299144131063,0.46958676112698083,0.13312646619019608
107,107,0.7772124217070854,0.6767120123933332,0.7728493697500834,0.687596598844221,0.35444977108172304,0.04223351965651645,0.3778992725282676,0.06422918823554902
108,108,0.759382333747432,0.6660638307466678,0.7590814974972867,0.6802217701122268,0.6433571076277917,0.27191119660283825,0.4228890267553875,0.22880982377719628
109,109,0.6835650225597637,0.5432747487333338,0.6797806734567736,0.5820950738006694,0.5840364853213547,0.3567751443492293,0.560471392677106,0.3662565142921461
110,110,0.6326227404723925,0.35378375819999874,0.5906759089510447,0.3935249709195978,0.38705638675760323,0.2091085979509244,0.496566030035073,0.26727327258059264
111,111,0.7798084616169815,0.6537474820333333,0.7328111146961296,0.6163146550485763,0.7655807897023298,0.056267673702797616,0.4387096314436127,0.02220488096260631
112,112,0.6958892953722632,0.6197716665466664,0.681635004663975,0.56454978456784,0.3630203129995786,0.11543948970238738,0.3635287561290467,0.08930499110724321
113,113,0.7182190508170789,0.6425520459333334,0.7334546754830141,0.6258277461959803,0.3630481264346532,0.1375345436254416,0.3745680301261797,0.11482210616607302
114,114,0.7640015228649242,0.6675683374999997,0.7146807879633202,0.6295924970586264,0.543582465105015,0.24422736364593467,0.431579683823799,0.195162516056969
115,115,0.7235616852596686,0.6481620968333335,0.7125037837331,0.6210681019162481,0.5130071158129611,0.1978111955475259,0.4819856435555498,0.16733768605763277
116,116,0.7541720413563981,0.6281486134399996,0.7322359505154864,0.629446699083752,0.32964955390509393,0.044153086675204456,0.34118051563482077,0.047134980492853806
117,117,0.753694902103912,0.6135431571133334,0.6894847282525881,0.5661147366867674,0.4583177154215377,0.1403881864421166,0.4208530730593543,0.1767106913590073
118,118,0.6398192498373491,0.5417651493199998,0.6376131220393844,0.5305480719782243,0.4547121223063371,0.27835378238045516,0.4601926034305101,0.28534068398054746
119,119,0.6575434369724072,0.5324689255866666,0.644909011518746,0.5546593509731998,0.44255172572548734,0.23638671107225218,0.4268417425860297,0.2202011737597065
120,120,0.7645694453754058,0.6628418303466663,0.745285190856653,0.6358051872981569,0.5723933193097589,0.2551024572985199,0.5100046394985458,0.2318150475845182
121,121,0.6794246853814471,0.5188199836933336,0.6852355276771405,0.5312880633417083,0.4526634398989929,0.0803031787352042,0.4390498651166827,0.11924849299803508
122,122,0.6411163306677417,0.5313842938600004,0.6618267194106368,0.5733573321440533,0.39749173204002064,0.014212561275364521,0.3341969789955767,0.05504831502176222
123,123,0.6793717183068626,0.5591162811799992,0.7240140541335346,0.6384162968040199,0.32438194211310495,0.0025577071392683948,0.3438545404735433,0.030074768261343365
124,124,0.6994173214981377,0.5653909040199996,0.7304114021181815,0.6184142977654941,0.47462609187189525,0.045710573920877184,0.4271800340643947,0.039377042405898344
125,125,0.6389114795007167,0.47974349522666593,0.6734974179181117,0.4875049364907871,0.529277012722588,0.10341118518587411,0.351741538919473,0.08457233573140543
126,126,0.7297441692334078,0.5437982722933326,0.6923670370520314,0.5534878233249576,0.4817626372397929,0.15131874370726273,0.4807974638812311,0.14815121488552307
127,127,0.676279983807837,0.5334932735933338,0.6869716511409636,0.5862277727470686,0.4969585015312206,0.2645007971300162,0.47249651092349315,0.2551348336418031
128,128,0.6822219237941182,0.5725644761666673,0.70145873365977,0.5764108876783922,0.43134067898540074,0.026449494197470003,0.42560040659757353,0.04461086420330762
129,129,0.6668822708134512,0.4984685534866662,0.6371911828051798,0.529701320512562,0.6608372695327142,0.4725371840230639,0.6194258298721526,0.4476109405084592
130,130,0.638563738144651,0.43250717574666675,0.6162555934779936,0.42567151592462293,0.6485802048468057,0.4163956019710575,0.5192306206438932,0.3629654232307251
131,131,0.6684900758631661,0.49171226919999933,0.6610309445518852,0.5213486281222783,0.6184318117333768,0.33814377805899776,0.4930270378630883,0.2948914989505331
132,132,0.6367014822786242,0.5177697354599999,0.6603312509336627,0.5315519448073696,0.4931493752559095,0.19780753990463085,0.48359445073148677,0.21096470992691296
133,133,0.6451108136974546,0.45988921808000116,0.6519038270943964,0.509243867097152,0.3770072142087783,0.18747472769812434,0.48430239512480455,0.22490771231276252
134,134,0.6094411616705362,0.49476966002666645,0.6510602720589326,0.5172303557202675,0.2804703160659667,0.013650007058345182,0.30587597988221216,0.013451353029347413
135,135,0.7471101560464651,0.6193027364399999,0.7328750791117628,0.6031935693517592,0.5404928718785356,0.30318953784177394,0.4949358857060955,0.26443464185792065
136,136,0.7206124749909614,0.6199806891866673,0.7155176088118891,0.6164235644740375,0.49008524745819676,0.048964869679197776,0.40176815666093385,0.05896638472710247
137,137,0.6914018402704979,0.6070589566933329,0.6669634278154182,0.5844943515326633,0.3937211978076816,0.17040804870001613,0.39386984792007057,0.17690229874227548
138,138,0.6858463399411263,0.5696476278799989,0.6738302095652294,0.5670935128760468,0.3704105106088651,0.15024096112432295,0.41635477429382106,0.17048465242727007
139,139,0.8201508569181938,0.7444561414533339,0.77458905010046,0.6789506702696815,0.3661022060169868,0.055044517180669494,0.38360272680261687,0.028241859102384748
140,140,0.706119894695603,0.6194052679666675,0.7058585664351731,0.623268310174204,0.3453074401281167,0.0717427802752657,0.3442141242312079,0.06760699263256686
141,141,0.7147332362332947,0.5849430730133331,0.6641337009455468,0.5716256455896143,0.5067571613723252,0.1494370796470914,0.45376037170079836,0.13688286650083503
142,142,0.7345615547514982,0.602723568173333,0.722900209091051,0.5688332263701845,0.38166858672248005,0.17587923039206244,0.4543130411966725,0.19568576628571988
143,143,0.7728506415458124,0.6769981786599994,0.7502449161052002,0.6741243627638203,0.33451657945555247,0.08044861207318732,0.3122098188496613,0.047312790109057534
144,144,0.7382781013502956,0.647719648326667,0.7003711660373378,0.6144791023785596,0.5020139328119061,0.14979520603540708,0.41930483460401813,0.13271427244102263
145,145,0.5612571632004448,0.452137500693333,0.6281766437288533,0.5245918697906191,0.3309054150895686,0.08537150566769824,0.3713014326586872,0.1052711644422959
146,146,0.7104549856481825,0.6020437411733326,0.6942605294854021,0.5505785765376885,0.3642048745350986,0.18078300513149692,0.43174004797019777,0.19095103504903754
147,147,0.7458783545568132,0.6125955946733348,0.8097594760223841,0.7187816284221102,0.47002910131696063,0.14964999988573702,0.4505664696687083,0.18419631524012914
148,148,0.5859125297440528,0.42715804036666594,0.5763243182038192,0.4739166923182574,0.49936400245350104,0.3401040754339064,0.592371857616577,0.397654830678452
149,149,0.6845266228183717,0.5443490816399996,0.6880207146573719,0.5265487590000002,0.4205621745375501,0.2923076948767447,0.43293310623549525,0.26091067892544073
150,150,0.6176722656714401,0.5274631170266675,0.7117546050144726,0.5877428874623116,0.3332741540357585,0.049623524728795054,0.4353406170871956,0.12891025810036805
151,151,0.7515158805926421,0.6351935695066673,0.7738872687651721,0.6561523215125629,0.44884875038148164,0.15844437106993015,0.37413543084880496,0.12502247309463854
152,152,0.7024044111611373,0.5212734317333325,0.6527067982639251,0.5206213678542708,0.3286504279195659,0.06737896685294054,0.3373788654948521,0.06481045133146868
153,153,0.6783118409551796,0.36687532159333314,0.6469439851874998,0.49408822969849187,0.4328446160289889,0.03624991548702017,0.46076696873041134,0.10908306930606315
154,154,0.7377502955425691,0.5163473712733335,0.651878630834637,0.5084587364790618,0.3762461316867452,0.02548216376015988,0.38468775630314367,0.03166921886075791
155,155,0.7358237813450208,0.6151892767933336,0.756840845843363,0.6561534000837517,0.36702468119000115,0.061169109087454654,0.33920727279218227,0.03969522262970493
156,156,0.6714972130482258,0.58734401216,0.7312846748640404,0.6028481901926299,0.38195519638342673,0.2872646155942449,0.4469658376023477,0.3027349197621212
157,157,0.6587446714530321,0.5410811730333323,0.6710573596695439,0.5558455534572868,0.4200948478742322,0.20153430184802934,0.4242575671499211,0.16488317858798318
158,158,0.6443592170757999,0.5724766131866659,0.6974590814251722,0.6049086756968172,0.5151581352307323,0.005191972715524962,0.42793967864713517,0.008742166017402742
159,159,0.7291774234791611,0.6602578444999989,0.7859316702417276,0.6984309793869348,0.44626281181413946,0.32749775446678564,0.5460771156121733,0.3599479035868809
160,160,0.6035333228987653,0.4753553585733332,0.6175837195119042,0.45008152023953096,0.5279166422308771,0.2845256213869014,0.4562679563396626,0.28466472902811013
161,161,0.6432235300438265,0.5160156350999987,0.6527745328713562,0.54204292479732,0.27163047327716167,0.041729038324944234,0.30956242412880464,0.045145664648998274
162,162,0.7490953434836815,0.6680691170733337,0.7326586923291276,0.6311417149212737,0.46476990614968244,0.25272479057720965,0.47406683901303637,0.24667560455919357
163,163,0.739562409317497,0.586754803326667,0.6395758310145733,0.4941185106700172,0.5728694696317193,0.295957882868191,0.4497681757826306,0.21903713433548688
164,164,0.7814187010500587,0.6960267943533336,0.7273794807891608,0.6324923822713564,0.7093160153256891,0.5341579527052316,0.6358264671217813,0.4622543388760376
165,165,0.6601837554987676,0.5051026638199994,0.6816245625911852,0.48783345359464025,0.3534530230955261,0.13994869548580136,0.48307217245596906,0.1929091149359894
166,166,0.7311548556826528,0.6158949552533328,0.7304932211359997,0.6073998795326627,0.42328686482227046,0.3061440661109782,0.4863893710724082,0.3201874795515329
167,167,0.7413997429039121,0.6476024439333337,0.7032693808833455,0.621208718222781,0.6892456733686547,0.3628662548858381,0.4799749414350714,0.310320018871737
168,168,0.7965212477673641,0.6072263919466665,0.7696675821771933,0.6698794180519259,0.3903885736100176,0.12873255443115372,0.3782535488103841,0.17444255037473866
169,169,0.7319437789310231,0.6144773741066669,0.658393767425493,0.5759302600552765,0.5503035535858131,0.25254539603990445,0.49291112706508794,0.2385746477445445
170,170,0.8327298122548632,0.6927636712266665,0.7460859004420701,0.6299621787018426,0.6522517746821572,0.4498454222553634,0.6456354940353185,0.4458976644282675
171,171,0.5746822376059473,0.4334540882666671,0.6505718494398399,0.5359863620251257,0.3848963485573755,0.15935166745978258,0.48615512271983835,0.23209129449546362
172,172,0.6312009000711519,0.5165137585533328,0.6237090919058923,0.5017167631256281,0.6141318818554832,0.26071221039023706,0.5257330323784303,0.23196633576451875
173,173,0.6911717085796139,0.4171367772133334,0.6839041732493114,0.3759320850703518,0.4909857711840178,0.14456271009754973,0.3629989330126064,0.09878231853653396
174,174,0.6732930039015738,0.5825134166400003,0.6727169031984982,0.5856364470234503,0.6430470397098106,0.5027199403763185,0.6333774266960425,0.5087587056650622
175,175,0.6595669725669097,0.3698573952333333,0.6495723495578055,0.4430877086834175,0.4859844539166576,0.2055122759524779,0.42953492891258527,0.16914497840249965
176,176,0.7639473211038265,0.6643169952866663,0.7070857268456798,0.6103089147001679,0.5278163439156011,0.3605256550945075,0.5772502345858344,0.374558682989258
177,177,0.7792718557339129,0.6618498875200007,0.7703864011842834,0.6494547541725293,0.42561730029735406,0.2005869461595271,0.48433244824445015,0.2138130394965878
178,178,0.7124969412571505,0.6141932850066665,0.7529264395902643,0.6647788586566166,0.4273130937790055,0.23110375930705107,0.5585768140319236,0.3100883791831639
179,179,0.8224758274805113,0.6886733319399991,0.7792282488464666,0.6611406559095481,0.4864419451507429,0.37606472512466116,0.5814891773278895,0.3910768912239857
180,180,1.0046662496118444,0.8958618189533327,0.9830310390693098,0.8620145703953099,0.6414566701386081,0.12617030795810402,0.4396300641429519,0.07185697532314972
181,181,0.6677007911868206,0.5587860908533338,0.7136710238869892,0.6049984216767168,0.26718583532669793,0.09098162953309252,0.36552622035317023,0.12670463238501561
